application_mode,daytime_evening_attendance_t,application_order,previous_qualification,previous_qualification_grade,admission_grade
44,1,1,39,130.0,130.0
17,1,1,1,130.0,126.2
17,1,1,1,117.0,120.5
17,1,1,1,131.0,123.7
17,1,1,1,130.0,122.5
39,0,1,1,133.0,139.2
51,1,1,1,128.0,131.2
39,1,1,1,133.1,120.0
1,1,1,1,123.0,116.7
53,1,1,42,150.0,150.0
39,1,1,19,133.1,117.5
1,1,2,1,140.0,137.6
17,1,1,1,126.0,124.3
39,1,1,19,133.1,116.0
18,1,2,1,121.0,121.4
53,1,1,42,140.0,142.8
17,1,1,1,133.1,96.0
43,0,1,1,131.0,125.0
17,1,6,1,124.0,126.1
39,1,1,1,120.0,155.8
1,1,1,1,133.1,116.0
44,1,1,39,110.0,110.0
39,1,1,19,133.1,97.2
39,1,1,19,133.1,100.0
7,1,1,40,140.0,140.0
43,1,1,1,130.0,128.0
17,1,2,1,110.0,115.3
39,1,1,1,140.0,150.0
44,1,1,39,160.0,160.0
1,1,1,1,138.0,133.1
1,1,1,1,126.0,119.0
39,0,1,1,120.0,156.0
39,1,1,1,130.0,163.7
39,1,1,40,130.0,130.0
17,1,5,1,122.0,123.1
39,0,1,1,160.0,160.0
1,1,1,1,134.0,136.1
43,1,1,1,134.0,132.7
43,1,1,1,140.0,128.2
17,1,1,1,127.0,126.7
39,0,1,1,133.1,150.0
17,1,1,1,143.0,156.3
10,1,1,1,115.0,116.1
17,1,1,1,131.0,123.8
1,1,1,1,146.0,153.0
7,1,1,5,140.0,140.0
17,1,1,1,135.0,131.9
1,1,1,1,133.0,141.4
39,1,1,12,133.1,140.0
39,0,1,1,120.0,115.0
39,0,1,1,133.1,168.0
17,1,1,1,130.0,101.3
1,1,1,1,125.0,122.6
1,1,1,1,134.0,141.7
1,1,1,1,151.0,132.3
17,1,1,1,112.0,111.7
39,1,1,1,120.0,98.7
15,1,1,1,140.0,140.0
10,1,1,1,140.0,140.0
39,1,1,1,133.1,100.7
17,1,3,1,143.0,133.8
15,1,1,1,133.1,100.0
7,1,1,4,180.0,180.0
1,1,1,1,136.0,130.8
44,0,1,39,140.0,140.0
39,1,1,1,130.0,106.2
1,1,1,1,141.0,125.6
18,1,5,1,121.0,117.5
39,1,1,3,120.0,122.5
17,1,1,1,129.0,132.9
39,1,1,12,133.1,103.0
17,0,5,1,100.0,107.0
7,1,1,2,133.1,100.0
39,0,1,1,133.1,100.0
17,1,1,1,139.0,131.3
18,1,1,1,125.0,122.2
39,0,1,9,133.1,118.4
7,1,1,2,100.0,100.0
39,1,1,1,110.0,110.0
43,0,1,1,133.1,100.0
43,1,1,1,123.0,106.2
7,1,1,40,110.0,110.0
1,1,2,1,130.0,122.3
39,0,1,1,133.1,112.5
1,1,2,1,97.0,98.1
1,1,1,1,130.0,140.2
17,1,1,1,139.0,143.6
16,1,1,1,150.0,134.6
1,1,3,1,141.0,126.8
15,1,1,1,133.1,100.0
17,1,1,1,137.0,130.0
1,1,4,1,116.0,113.6
44,1,1,39,140.0,140.0
17,1,4,1,106.0,106.0
17,1,6,1,135.0,126.6
17,1,5,1,144.0,130.7
1,1,2,1,108.0,105.9
15,1,1,1,137.0,137.0
43,1,1,1,133.1,100.0
1,0,1,1,121.0,114.4
39,1,1,19,133.1,120.0
39,0,1,12,130.0,119.0
39,1,1,1,133.1,110.0
7,0,1,2,120.0,120.0
1,1,4,1,131.0,119.8
39,1,2,19,133.1,135.6
39,0,1,1,100.0,120.7
1,1,3,1,131.0,136.3
16,1,1,1,158.0,164.3
1,1,1,1,146.0,149.2
16,1,2,1,133.0,122.5
43,0,1,1,120.0,100.0
17,1,1,1,119.0,125.0
1,1,1,1,132.0,131.0
1,1,1,1,130.0,122.0
1,1,1,1,132.0,131.3
17,1,2,1,133.1,117.0
17,1,1,1,119.0,118.0
17,0,2,1,134.0,126.0
44,1,1,39,120.0,120.0
17,1,4,1,172.0,155.6
1,1,4,1,120.0,122.8
1,1,3,1,129.0,127.3
17,1,1,1,118.0,118.4
1,1,1,1,127.0,128.1
1,1,2,1,133.1,99.0
1,1,1,1,164.0,161.2
17,1,1,1,136.0,140.9
17,1,1,1,117.0,111.1
1,1,4,1,131.0,149.9
17,1,6,1,110.0,111.3
1,1,2,1,125.0,121.5
44,1,1,39,120.0,120.0
39,1,1,19,133.1,120.0
53,1,1,42,130.0,130.0
1,1,5,1,101.0,98.9
1,1,6,1,141.0,136.3
17,1,1,1,128.0,125.2
1,1,2,1,145.0,130.0
1,1,1,1,160.0,141.5
16,1,5,1,134.0,123.9
17,1,2,1,125.0,114.5
39,0,1,15,133.1,100.0
39,0,1,1,120.0,110.5
39,1,1,19,133.1,101.0
1,1,1,1,121.0,121.0
39,0,1,1,120.0,95.0
1,1,2,1,130.0,126.9
42,1,1,1,130.0,116.3
18,1,1,1,128.0,120.0
1,1,1,1,126.0,123.6
39,1,1,1,120.0,150.0
39,1,1,1,100.0,120.0
42,1,1,1,120.0,111.3
39,0,1,1,110.0,150.0
1,1,1,1,127.0,123.2
44,0,1,39,130.0,130.0
1,1,1,1,141.0,137.9
39,1,1,1,120.0,100.0
39,1,1,19,133.1,120.0
39,1,1,19,133.1,131.0
39,0,1,12,133.1,133.8
43,0,1,1,130.0,100.0
39,0,1,1,110.0,150.0
17,1,1,1,125.0,126.4
39,1,1,1,130.0,154.0
1,1,1,1,121.0,114.9
39,1,1,9,133.1,110.0
1,1,1,1,147.0,149.8
1,1,4,1,128.0,117.9
1,1,2,1,164.0,165.8
17,1,5,1,137.0,127.6
17,0,2,1,122.0,123.8
17,1,4,1,124.0,126.1
1,1,2,1,120.0,119.7
1,1,2,1,117.0,121.6
43,1,1,1,140.0,100.0
1,1,5,1,130.0,127.6
1,1,1,1,138.0,132.5
1,1,1,1,141.0,124.3
1,1,3,1,142.0,131.0
7,0,1,40,120.0,120.0
1,1,3,1,122.0,113.3
1,1,2,1,131.0,121.9
1,1,2,1,120.0,118.3
1,1,1,1,131.0,118.8
1,1,2,1,130.0,129.0
43,1,3,1,120.0,143.3
1,1,1,1,136.0,152.5
53,1,1,42,160.0,155.7
1,1,2,1,157.0,153.9
1,1,1,1,150.0,137.8
17,1,1,1,148.0,143.3
1,1,1,1,120.0,123.2
1,1,1,1,150.0,138.1
17,1,1,1,158.0,140.5
1,1,4,1,145.0,130.0
44,1,1,39,100.0,104.8
17,0,1,1,136.0,132.5
39,0,1,1,133.1,127.7
1,1,1,1,148.0,136.5
44,1,1,39,130.0,130.0
39,1,1,40,130.0,190.0
17,1,4,1,136.0,128.5
17,1,3,1,122.0,126.6
17,1,1,1,140.0,131.6
39,0,1,1,110.0,119.0
17,1,1,1,130.0,127.6
39,1,1,1,133.1,100.0
1,1,1,1,128.0,124.5
1,1,1,1,117.0,109.3
1,1,2,1,124.0,117.7
1,1,1,1,124.0,124.7
17,1,3,1,128.0,124.5
1,1,5,1,125.0,140.8
17,1,3,1,121.0,111.9
7,1,1,3,140.0,140.0
1,1,1,1,124.0,121.2
43,1,4,1,136.0,123.8
7,1,1,1,140.8,134.0
18,1,3,1,142.0,130.8
1,1,1,1,133.0,130.2
1,1,1,1,131.0,123.3
39,1,1,3,130.0,147.6
17,1,1,1,120.0,113.4
17,1,1,1,141.0,133.7
39,1,1,1,130.0,128.2
1,1,1,1,168.0,161.0
7,1,1,3,130.0,130.0
1,1,1,1,156.0,156.3
1,1,1,1,137.0,129.3
17,1,6,1,131.0,129.3
1,1,1,1,130.0,136.3
39,1,1,1,133.1,140.0
1,1,1,1,131.0,135.9
1,1,5,1,160.0,139.7
1,1,4,1,117.0,117.0
39,1,1,19,133.1,105.0
1,1,3,1,130.0,130.5
44,0,1,39,130.0,130.0
1,1,3,1,137.0,131.5
42,1,1,1,133.1,100.0
44,1,1,39,140.0,140.0
17,1,4,1,140.0,130.2
17,1,2,1,135.0,133.5
1,1,4,1,140.0,133.2
39,1,1,1,100.0,130.0
39,1,1,1,160.0,129.0
39,0,1,19,133.1,100.0
17,1,1,1,128.0,116.5
1,1,2,1,121.0,124.2
51,1,1,1,127.0,138.8
1,1,1,1,132.0,126.4
1,1,1,1,147.0,151.9
39,0,1,1,110.0,120.0
43,1,1,1,142.0,131.9
44,1,1,39,130.0,130.0
17,1,1,1,131.0,131.7
43,0,1,1,110.0,132.5
1,1,3,1,128.0,116.5
1,1,1,1,136.0,133.9
39,1,1,1,120.0,145.4
39,0,1,1,140.0,172.0
1,1,1,1,118.0,111.0
44,1,1,39,120.0,120.0
1,1,6,1,151.0,129.8
1,1,5,1,130.0,118.1
39,1,1,1,140.0,130.0
39,1,1,19,133.1,126.3
18,1,1,1,146.0,137.8
17,1,4,1,122.0,116.1
1,1,1,1,121.0,115.4
43,1,1,1,127.0,110.0
39,1,1,1,133.1,97.4
44,1,1,39,130.0,130.0
43,1,1,1,156.0,156.0
39,1,1,1,130.0,126.1
39,1,1,1,110.0,120.0
43,1,1,1,108.0,105.2
44,1,1,1,120.0,120.0
1,1,1,1,150.0,137.8
17,1,2,1,152.0,134.2
44,1,1,39,150.0,150.0
17,1,5,1,123.0,116.0
1,1,1,1,150.0,143.4
17,1,1,1,145.0,143.6
44,1,1,39,150.0,150.0
1,1,4,1,125.0,118.0
1,1,4,1,117.0,109.3
1,1,2,1,121.0,119.3
17,1,1,1,140.0,146.3
39,1,1,1,130.0,161.5
15,1,1,1,140.0,140.0
53,1,1,42,140.0,142.2
1,1,1,1,140.0,129.2
39,1,1,1,140.0,100.0
44,1,1,39,170.0,170.0
7,1,1,3,140.0,140.0
51,1,1,1,116.0,115.2
16,1,3,1,134.0,121.4
39,1,1,1,133.1,134.8
1,1,2,1,140.0,136.9
42,1,1,1,140.0,140.0
17,1,6,1,108.0,112.2
1,1,3,1,149.0,148.7
1,1,1,1,140.0,133.0
39,0,1,1,140.0,150.0
1,1,1,1,133.1,98.0
1,1,1,1,125.0,122.4
1,1,1,1,133.1,139.0
1,1,5,1,133.1,112.0
39,1,1,1,130.0,143.8
17,1,3,1,122.0,116.1
7,1,2,3,140.0,138.0
43,1,1,1,123.0,110.0
39,1,1,19,133.1,103.5
7,0,1,3,140.0,140.0
1,1,1,1,116.0,108.7
17,1,3,1,118.0,115.9
39,1,1,1,140.0,127.3
1,1,4,1,146.0,138.7
39,0,1,1,150.0,135.8
17,1,1,1,137.0,134.6
43,1,1,1,136.0,118.4
1,1,3,1,134.0,132.8
1,1,1,1,160.0,155.5
1,1,3,1,126.0,132.0
39,1,1,19,133.1,110.0
17,1,3,1,114.0,127.3
1,1,3,1,139.0,126.0
43,0,2,3,130.0,130.0
1,1,2,1,131.0,118.8
43,1,2,1,130.0,127.6
51,1,1,19,133.1,112.1
43,0,1,3,130.0,130.0
1,1,3,1,117.0,111.1
17,1,1,1,127.0,121.4
1,1,5,1,131.0,126.8
51,0,1,1,134.0,120.6
39,1,1,1,130.0,126.5
1,1,6,1,127.0,120.2
51,1,1,1,130.0,120.0
1,1,2,1,142.0,137.5
18,1,1,1,117.0,127.9
39,1,1,19,133.1,140.0
43,0,1,1,164.0,131.8
43,1,1,1,130.0,129.0
17,1,4,1,127.0,115.8
17,1,3,1,140.0,126.4
43,1,1,1,130.0,130.0
1,1,3,1,122.0,114.8
17,1,1,1,162.0,138.6
39,1,1,1,133.1,112.9
1,1,1,1,120.0,111.6
17,1,1,1,160.0,152.0
1,1,1,1,141.0,132.6
17,1,1,1,125.0,118.4
7,1,1,3,120.0,120.0
1,1,1,1,128.0,122.1
1,1,1,1,162.0,142.8
1,1,1,1,130.0,124.8
17,1,2,1,134.0,126.3
1,1,1,1,133.1,119.0
17,1,1,1,137.0,124.9
1,1,1,1,133.1,118.0
43,0,1,1,110.0,100.0
39,1,1,1,133.1,109.0
17,1,3,1,133.0,130.8
39,1,1,1,130.0,110.0
10,1,1,1,151.0,151.0
17,1,1,1,125.0,131.0
1,1,1,1,158.0,155.2
1,1,2,1,128.0,121.0
1,1,6,1,133.0,119.7
1,1,1,1,138.0,131.0
17,1,1,1,126.0,116.9
39,0,1,1,140.0,130.0
1,1,2,1,143.0,137.8
43,1,3,1,135.0,122.1
7,1,1,3,120.0,120.0
1,1,1,1,148.0,133.0
1,1,1,1,126.0,115.2
44,1,1,39,160.0,160.0
39,1,1,1,140.0,106.3
39,1,2,19,133.1,103.0
1,1,1,1,136.0,136.0
15,1,1,1,150.0,146.5
17,1,3,1,130.0,131.4
42,0,1,1,130.0,130.0
39,1,1,1,110.0,137.0
39,1,1,1,110.0,125.9
1,1,1,1,121.0,111.9
17,1,1,1,127.0,131.2
1,1,1,1,140.0,131.2
39,0,1,1,130.0,140.0
39,1,2,1,130.0,121.5
39,0,1,1,100.0,153.5
1,1,3,1,139.0,142.2
1,1,1,1,150.0,131.1
17,1,1,1,133.1,130.6
1,1,6,1,119.0,115.0
51,1,1,1,170.0,125.0
39,0,1,1,133.1,97.5
1,1,4,1,133.0,134.4
1,1,1,1,125.0,118.8
39,1,1,19,133.1,110.5
1,1,5,1,143.0,123.3
1,1,2,1,127.0,139.6
17,1,1,1,157.0,138.8
44,1,1,39,160.0,160.0
39,1,1,1,140.0,140.0
17,1,1,1,128.0,118.2
1,1,1,1,145.0,150.6
39,1,1,1,133.1,115.2
1,1,1,1,132.0,126.0
44,1,1,39,160.0,160.0
43,1,1,1,160.0,160.0
10,1,1,1,184.4,184.4
1,1,1,1,149.0,156.0
1,1,1,1,146.0,150.2
1,1,5,1,139.0,126.3
1,1,1,1,152.0,146.1
1,1,1,1,147.0,145.3
18,1,1,1,121.0,116.8
1,1,1,1,124.0,132.1
1,1,1,1,105.0,102.6
1,1,1,1,121.0,112.3
1,1,1,1,143.0,155.3
53,1,1,42,150.0,153.8
43,1,1,1,126.0,110.0
42,1,1,1,133.1,128.2
1,1,1,1,127.0,120.4
17,1,1,1,160.0,153.0
1,1,1,1,121.0,117.9
44,1,1,39,150.0,145.6
1,1,6,1,117.0,119.8
1,1,6,1,141.0,126.8
17,1,1,1,112.0,106.1
1,1,1,1,148.0,137.3
1,1,2,1,120.0,115.5
1,1,2,1,132.0,127.5
1,1,2,1,125.0,116.3
17,0,3,1,123.0,113.2
1,1,1,1,142.0,132.6
1,1,4,1,148.0,132.0
17,1,5,1,136.0,130.3
1,1,4,1,123.0,116.7
1,1,2,1,135.0,134.0
43,1,1,1,151.0,100.0
44,1,1,39,140.0,140.0
1,1,2,1,136.0,139.2
1,1,1,1,142.0,132.6
17,1,3,1,142.0,129.4
17,1,1,1,127.0,125.6
17,1,1,1,131.0,129.3
1,1,1,1,134.0,128.4
17,1,2,1,142.0,139.9
1,1,1,1,123.0,124.8
17,1,3,1,133.0,128.5
1,1,4,1,125.0,117.8
17,1,1,1,120.0,115.1
17,1,2,1,125.0,118.0
39,1,1,19,133.1,120.0
1,1,4,1,133.1,119.6
17,1,6,1,143.0,133.2
17,1,1,1,147.0,141.8
1,1,1,1,142.0,130.3
39,1,1,1,150.0,100.0
1,1,2,1,124.0,114.6
1,1,2,1,136.0,123.4
1,1,1,1,116.0,116.4
1,1,1,1,127.0,123.2
1,1,1,1,117.0,123.7
1,1,2,1,116.0,127.6
1,1,4,1,129.0,117.1
1,1,1,1,157.0,149.3
17,1,1,1,135.0,125.6
1,1,1,1,139.0,145.0
18,1,1,1,115.0,115.0
1,1,1,1,123.0,114.3
43,1,2,1,140.0,126.0
1,1,1,1,138.0,124.0
1,1,4,1,132.0,122.6
1,1,4,1,140.0,133.8
18,1,1,1,117.0,113.5
1,1,4,1,125.0,122.6
7,1,1,3,140.0,140.0
1,1,1,1,133.1,107.0
53,1,1,42,130.0,130.0
1,1,1,1,134.0,124.2
18,1,1,1,128.0,125.8
1,1,1,1,115.0,108.0
1,1,2,1,119.0,115.2
17,1,1,1,131.0,129.3
7,1,1,4,120.0,120.0
1,1,1,1,120.0,116.7
1,1,3,1,135.0,121.0
17,1,1,1,146.0,128.2
1,1,4,1,133.0,121.1
51,1,1,1,122.0,112.6
17,1,1,1,128.0,123.3
17,1,2,1,129.0,129.4
17,1,1,1,122.0,119.9
1,1,4,1,140.0,131.6
51,1,1,1,143.0,120.0
1,1,4,1,118.0,110.0
44,1,1,39,140.0,143.0
44,1,1,1,140.0,140.0
1,1,1,1,123.0,119.2
1,1,1,1,140.0,124.3
17,1,1,1,116.0,111.1
43,1,1,39,150.0,150.0
1,1,1,1,147.0,147.3
1,1,1,1,162.0,147.5
17,1,2,1,108.0,108.0
42,1,1,2,130.0,130.0
39,0,1,1,140.0,130.0
1,1,2,1,116.0,109.0
1,1,5,1,120.0,112.0
17,0,1,1,132.0,121.2
43,1,1,2,140.0,140.0
39,0,1,1,120.0,119.5
1,1,1,1,136.0,125.9
1,1,1,1,133.0,121.5
1,1,5,1,126.0,121.5
17,1,1,1,142.0,132.4
17,1,1,1,121.0,122.4
39,0,1,1,134.0,110.0
51,1,1,1,140.0,120.4
39,1,1,1,133.1,105.0
1,1,1,1,157.0,137.8
51,1,1,1,120.0,118.0
17,1,5,1,134.0,122.1
7,1,1,3,140.0,140.0
1,1,1,1,133.0,143.2
39,0,1,1,146.0,120.5
16,1,3,1,130.0,119.5
1,1,1,1,151.0,147.5
1,1,6,1,133.1,129.6
18,1,1,1,132.0,126.1
39,0,1,1,110.0,160.0
39,1,1,19,133.1,105.5
39,1,1,1,110.0,95.5
39,1,1,1,133.1,107.5
1,1,1,1,105.0,106.1
39,1,1,1,160.0,116.3
1,1,1,1,144.0,137.4
1,1,1,1,100.0,101.8
1,1,2,1,143.0,144.1
42,1,1,1,160.0,107.8
39,1,1,1,140.0,128.2
17,1,4,1,133.1,117.0
1,1,1,1,116.0,110.4
39,0,1,1,120.0,170.0
43,1,1,1,141.0,100.0
1,1,1,1,110.0,117.0
1,1,2,1,127.0,133.5
1,1,1,1,132.0,128.0
1,1,1,1,135.0,122.1
17,1,2,1,135.0,133.4
39,1,1,1,140.0,112.0
39,1,1,1,133.1,130.0
39,0,2,1,100.0,100.0
39,1,1,19,133.1,162.0
42,1,1,1,100.0,153.0
17,1,1,1,137.0,131.4
7,1,1,3,120.0,128.2
10,1,1,1,148.9,148.9
1,1,4,1,134.0,128.4
1,1,5,1,128.0,120.3
57,0,1,1,133.1,100.0
1,1,1,1,131.0,126.1
1,1,3,1,118.0,111.7
44,1,1,39,140.0,140.0
1,1,2,1,133.0,122.2
1,1,2,1,126.0,118.7
17,1,2,1,125.0,121.5
17,1,4,1,138.0,134.5
1,1,4,1,140.0,127.0
1,1,1,1,124.0,114.2
17,1,1,1,133.0,125.3
1,1,2,1,127.0,120.4
1,1,6,1,138.0,123.0
1,1,2,1,142.0,130.5
1,1,1,1,130.0,125.5
53,1,1,42,130.0,133.8
44,1,1,39,150.0,150.0
1,1,1,1,127.0,130.5
44,1,1,39,140.0,140.0
17,1,6,1,126.0,119.4
17,1,5,1,139.0,121.3
1,1,3,1,141.0,126.3
1,1,1,1,120.0,111.6
17,1,4,1,120.0,111.3
1,1,2,1,134.0,122.5
1,1,5,1,128.0,116.5
17,1,5,1,133.0,132.0
18,1,4,1,123.0,123.7
17,1,6,1,118.0,117.0
1,1,1,1,113.0,116.5
1,1,1,1,135.0,121.5
1,1,1,1,133.1,105.0
1,1,3,1,130.0,121.3
1,1,1,1,135.0,136.1
17,1,2,1,133.0,123.6
1,1,4,1,123.0,129.0
17,1,1,1,145.0,136.8
17,1,2,1,146.0,133.4
1,1,5,1,144.0,136.0
1,1,1,1,144.0,125.8
1,1,1,1,131.0,120.5
1,1,2,1,141.0,130.2
1,1,3,1,138.0,135.9
1,1,1,1,127.0,116.5
1,1,4,1,124.0,124.0
7,0,1,3,140.0,140.0
17,1,1,1,157.0,150.9
1,1,3,1,129.0,127.3
39,1,1,19,133.1,100.0
1,1,5,1,142.0,128.8
1,1,3,1,133.0,119.7
1,1,1,1,156.0,140.8
1,1,1,1,151.0,138.0
17,1,1,1,135.0,132.9
43,1,1,1,140.0,140.0
7,1,1,3,140.0,140.0
1,1,2,1,100.0,99.3
18,1,1,1,126.0,119.3
17,1,2,1,123.0,113.2
17,1,1,1,133.1,117.0
18,0,1,1,137.0,123.0
1,1,6,1,138.0,127.2
1,1,2,1,128.0,141.0
1,1,1,1,136.0,121.7
43,1,1,1,127.0,121.1
16,1,1,1,145.0,146.1
1,1,1,1,140.0,142.5
17,1,1,1,138.0,126.8
44,1,1,39,150.0,150.0
44,1,3,39,150.0,150.0
17,1,1,1,131.0,134.5
1,1,2,1,136.0,129.5
1,1,1,1,117.0,113.2
17,1,1,1,158.0,140.2
17,1,2,1,129.0,119.2
1,1,1,1,140.0,140.7
1,1,5,1,141.0,142.3
1,1,4,1,132.0,129.9
17,1,1,1,133.0,134.8
17,1,1,1,109.0,104.1
1,1,1,1,135.0,122.4
1,1,1,1,122.0,120.6
17,1,3,1,118.0,112.4
1,1,1,1,174.0,157.9
43,1,1,1,142.0,125.9
17,1,2,1,131.0,118.4
1,1,3,1,139.0,130.8
1,1,1,1,170.0,176.7
1,1,1,1,182.0,156.8
1,1,1,1,125.0,126.8
1,1,1,1,142.0,128.0
1,1,2,1,119.0,113.8
17,1,5,1,128.0,120.8
1,1,3,1,150.0,130.8
39,1,1,1,133.1,101.0
17,1,5,1,131.0,126.1
1,1,5,1,118.0,113.8
17,1,2,1,122.0,118.3
1,1,1,1,116.0,127.9
17,1,5,1,137.0,131.1
17,1,4,1,128.0,117.9
17,1,1,1,123.0,115.7
1,1,2,1,133.1,141.0
39,0,1,12,110.0,120.0
17,1,1,1,143.0,131.8
1,1,1,1,150.0,131.1
1,1,6,1,129.0,117.8
10,1,1,1,140.0,140.0
1,1,1,1,133.1,108.0
1,1,1,1,132.0,122.9
44,1,1,39,130.0,130.0
1,1,4,1,137.0,126.0
42,1,1,1,133.1,134.0
1,1,1,1,143.0,134.3
1,1,1,1,148.0,138.7
17,1,2,1,137.0,143.3
44,1,1,39,160.0,160.0
1,1,2,1,112.0,111.0
17,1,4,1,133.0,128.5
1,1,4,1,142.0,133.0
17,1,2,1,123.0,114.6
17,1,1,1,103.0,104.1
17,1,4,1,140.0,127.6
1,1,2,1,159.0,151.0
44,1,1,39,140.0,135.7
17,1,1,1,148.0,137.8
1,1,6,1,112.0,117.3
18,1,2,1,131.0,121.2
17,1,1,1,145.0,129.3
1,1,5,1,133.1,123.0
44,1,1,39,140.0,140.0
7,1,1,43,140.0,140.0
1,1,1,1,150.0,144.6
43,1,1,1,120.0,118.3
1,1,1,1,156.0,153.6
1,1,4,1,167.0,158.3
43,0,1,6,133.1,100.0
17,1,1,1,147.0,134.9
1,1,3,1,129.0,142.0
17,1,1,1,136.0,127.3
17,1,1,1,128.0,116.5
43,1,1,1,140.0,138.6
42,1,1,1,141.0,133.0
17,1,2,1,133.0,136.2
17,1,1,1,125.0,118.0
1,1,1,1,124.0,126.8
1,1,6,1,140.0,128.5
17,1,1,1,140.0,129.9
17,1,4,1,137.0,125.8
17,1,1,1,144.0,129.3
1,1,6,1,138.0,124.7
39,1,1,1,130.0,154.9
17,1,1,1,142.0,127.3
1,1,1,1,136.0,129.0
1,1,2,1,133.1,98.0
17,1,2,1,130.0,122.0
43,1,1,1,117.0,112.5
1,1,3,1,136.0,127.3
39,1,2,1,133.1,100.5
39,0,1,1,140.0,122.0
39,1,1,1,150.0,140.0
17,1,2,1,121.0,116.1
7,1,1,3,120.0,130.0
5,1,2,1,143.0,146.2
44,1,1,39,180.0,180.0
1,1,5,1,132.0,127.8
43,1,1,1,130.0,130.8
17,1,2,1,133.1,109.0
1,1,5,1,131.0,132.4
