application_mode,daytime_evening_attendance_t,application_order,previous_qualification,previous_qualification_grade,admission_grade
39,1,1,1,133.1,138.3
44,1,1,39,150.0,150.0
17,1,6,1,113.0,112.3
1,1,6,1,136.0,122.0
39,1,1,1,140.0,141.7
1,1,1,1,131.0,118.4
1,1,3,1,138.0,128.7
39,1,2,1,100.0,100.0
39,1,1,1,140.0,100.8
39,1,1,1,120.0,125.5
1,1,1,1,139.0,124.0
7,1,1,3,130.0,130.0
39,0,1,3,110.0,160.5
39,1,1,19,133.1,100.0
39,1,1,1,133.1,103.0
1,1,1,1,133.1,103.0
1,1,1,1,139.0,131.5
18,1,3,1,134.0,121.4
1,0,1,3,160.0,137.3
1,1,1,1,124.0,138.4
17,1,1,1,137.0,131.1
42,1,1,1,157.0,100.0
17,1,4,1,138.0,133.0
39,0,2,1,100.0,100.0
39,1,1,1,130.0,159.0
43,1,2,1,133.1,120.6
39,0,1,3,120.0,134.0
5,1,1,1,150.0,139.4
16,1,6,1,128.0,116.5
1,1,1,1,124.0,113.9
43,0,1,3,130.0,130.0
1,1,2,1,132.0,129.9
42,1,1,12,133.1,133.7
1,1,3,1,129.0,124.8
1,1,1,1,135.0,133.6
17,1,4,1,138.0,133.5
1,1,1,1,135.0,128.0
17,1,6,1,131.0,127.2
7,1,1,3,150.0,150.0
42,1,4,6,133.0,127.8
17,1,1,1,135.0,125.2
43,1,2,1,118.0,110.0
39,0,1,19,100.0,100.0
17,1,1,1,158.0,151.4
1,1,2,1,137.0,125.1
1,1,1,1,172.0,163.3
18,1,1,1,123.0,118.0
1,1,2,1,144.0,140.2
39,0,1,1,140.0,128.5
17,1,1,1,136.0,131.5
17,1,5,1,137.0,132.6
17,1,1,1,128.0,122.1
17,1,1,1,120.0,112.0
1,1,1,1,130.0,133.0
39,0,1,1,138.0,127.0
39,1,1,1,148.0,130.0
1,1,2,1,139.0,136.4
1,1,3,1,136.0,129.0
17,1,3,1,126.0,119.0
17,1,1,1,135.0,128.0
1,1,4,1,122.0,117.1
1,1,4,1,137.0,136.3
17,1,5,1,127.0,124.6
1,1,1,1,137.0,130.7
1,1,4,1,125.0,115.2
17,1,1,1,141.0,130.2
1,1,1,1,132.0,128.5
16,1,1,1,133.1,95.0
17,1,1,1,132.0,119.4
1,1,6,1,142.0,123.5
1,1,4,1,136.0,133.9
53,1,1,42,150.0,145.2
1,1,1,1,130.0,118.8
16,1,2,1,136.0,123.4
17,1,6,1,138.0,123.0
17,1,1,1,131.0,118.4
1,1,1,1,147.0,131.6
17,1,1,1,140.0,122.3
1,1,2,1,152.0,151.7
1,1,1,1,169.0,176.0
1,1,6,1,149.0,133.0
1,1,4,1,137.0,139.8
1,1,4,1,122.0,119.6
39,0,1,1,130.0,134.0
17,1,6,1,145.0,132.0
7,1,1,3,130.0,130.0
43,1,1,1,157.0,141.4
18,1,2,1,135.0,128.9
5,1,2,1,123.0,118.1
1,1,1,1,139.0,130.6
1,1,1,1,136.0,122.0
1,1,2,1,135.0,123.0
1,1,1,1,126.0,126.7
1,1,1,1,122.0,126.6
1,1,1,1,125.0,125.4
1,1,3,1,134.0,136.1
17,1,5,1,130.0,128.8
17,1,4,1,110.0,111.1
1,1,1,1,131.0,135.9
5,1,5,1,122.0,119.6
17,1,2,1,123.0,116.7
1,1,1,1,146.0,126.0
1,1,4,1,137.0,134.2
1,1,1,1,130.0,123.0
1,1,2,1,127.0,123.9
39,1,1,1,160.0,120.0
42,1,1,1,139.0,112.3
16,1,1,1,138.0,123.0
17,1,1,1,137.0,122.3
17,1,1,1,127.0,122.8
7,1,1,3,160.0,160.0
17,1,2,1,132.0,120.1
1,0,1,1,126.0,142.4
1,1,4,1,133.0,127.3
1,1,3,1,140.0,125.5
1,1,2,1,130.0,137.4
17,1,2,1,129.0,122.0
17,1,3,1,110.0,107.5
39,1,1,19,133.1,104.0
17,1,2,1,132.0,133.1
17,1,2,1,115.0,113.3
44,1,1,39,130.0,130.0
1,1,3,1,140.0,124.3
39,1,1,1,140.0,105.0
39,1,1,12,133.1,144.0
1,1,3,1,121.0,111.9
39,0,1,38,133.1,107.5
44,1,1,39,130.0,127.4
39,1,1,1,130.0,149.0
2,1,1,2,120.0,120.0
1,1,1,1,132.0,143.6
39,1,1,1,100.0,120.0
43,1,1,1,130.0,128.0
1,1,1,1,129.0,118.2
44,1,1,39,160.0,160.0
39,0,1,1,120.0,152.4
1,1,6,1,122.0,116.6
18,1,1,1,143.0,141.6
1,1,1,1,110.0,105.5
1,1,1,1,124.0,116.3
7,1,1,3,110.0,110.0
43,0,1,1,130.0,119.5
1,1,6,1,139.0,125.0
39,1,1,3,140.0,160.0
39,0,1,1,150.0,150.0
1,1,1,1,123.0,115.0
17,1,1,1,128.0,128.4
1,0,1,1,100.0,112.8
43,1,1,1,148.0,131.0
17,1,2,1,130.0,121.6
1,1,4,1,118.0,110.0
39,0,1,1,120.0,148.5
17,1,4,1,119.0,118.3
1,1,1,1,138.0,135.9
17,0,1,1,127.0,115.8
1,1,1,1,134.0,121.2
17,1,4,1,133.0,136.2
39,1,1,1,133.1,100.2
1,1,1,1,180.0,152.7
17,1,4,1,129.0,123.1
39,1,1,1,120.0,130.0
1,1,6,1,141.0,125.0
1,1,1,1,118.0,113.1
1,1,5,1,127.0,121.1
1,1,1,1,177.0,162.3
42,1,1,1,132.0,132.0
17,1,4,1,133.0,130.7
17,1,4,1,124.0,122.3
1,1,1,1,143.0,144.1
1,1,1,1,128.0,118.2
1,1,1,1,138.0,133.5
1,1,5,1,144.0,126.8
1,1,4,1,122.0,121.0
17,1,1,1,111.0,117.7
1,1,1,1,133.1,115.0
1,0,1,2,120.0,129.2
1,1,1,1,135.0,125.8
17,1,5,1,125.0,118.4
1,1,1,1,147.0,142.0
17,1,3,1,137.0,126.7
43,1,1,1,117.0,109.3
17,1,1,1,126.0,116.9
18,1,1,1,128.0,121.7
1,1,6,1,115.0,117.1
1,1,1,1,121.0,114.4
17,1,1,1,134.0,133.0
1,1,3,1,126.0,118.8
1,1,1,1,151.0,151.0
1,1,6,1,122.0,119.6
17,1,1,1,141.0,135.4
1,1,1,1,138.0,149.9
1,1,1,1,133.0,120.1
39,1,1,3,150.0,173.3
1,1,1,1,136.0,126.2
1,1,1,1,129.0,126.9
39,1,1,1,128.0,157.4
17,1,2,1,131.0,120.2
1,1,1,1,130.0,124.8
17,1,1,1,150.0,130.3
1,1,1,1,165.0,152.4
43,0,1,1,133.1,113.5
1,1,1,1,126.0,125.7
1,1,5,1,101.0,102.4
17,1,3,1,125.0,125.7
39,1,1,1,100.0,120.0
1,1,1,1,117.0,109.3
1,1,1,1,159.0,162.2
17,1,1,1,177.0,155.7
1,1,1,1,156.0,147.7
1,1,5,1,125.0,115.6
1,1,2,1,130.0,117.8
43,1,1,1,125.0,125.0
1,1,1,1,127.0,129.8
17,1,1,1,121.0,123.1
43,1,1,1,135.0,122.8
1,1,2,1,125.0,117.3
1,1,1,1,138.0,126.5
1,1,4,1,136.0,123.0
1,1,1,1,142.0,127.7
1,1,1,1,129.0,117.5
1,1,1,1,134.0,128.4
17,1,2,1,123.0,124.1
39,0,1,1,150.0,140.9
1,1,1,1,129.0,126.2
1,1,3,1,134.0,120.5
17,1,1,1,127.0,121.1
18,1,2,1,123.0,123.7
17,1,3,1,127.0,116.9
39,1,1,1,133.1,100.0
17,1,5,1,131.0,120.2
39,1,1,1,120.0,153.8
1,1,4,1,133.0,120.1
1,1,1,1,133.0,128.1
1,1,1,1,143.0,126.8
43,1,1,1,140.0,125.7
17,1,1,1,157.0,146.2
39,1,1,19,133.1,140.0
43,0,1,1,145.0,134.5
39,1,1,1,130.0,137.0
1,1,1,1,111.0,107.5
17,1,2,1,116.0,112.2
39,1,1,10,133.1,128.2
1,1,1,1,135.0,126.8
17,1,1,1,145.0,132.1
1,1,1,1,118.0,110.0
39,1,1,1,130.0,100.0
1,1,1,1,115.0,114.3
1,1,2,1,122.0,116.4
42,1,1,1,120.0,116.9
51,0,1,1,120.0,128.2
17,1,2,1,120.0,127.0
42,1,1,1,140.0,140.0
1,1,6,1,127.0,120.0
7,1,1,3,110.0,110.0
1,1,1,1,148.0,127.0
39,1,1,42,170.0,159.5
1,1,1,1,146.0,135.2
1,1,1,1,127.0,122.8
17,1,1,1,125.0,118.0
17,1,5,1,139.0,123.6
39,0,1,1,133.1,111.0
1,1,1,1,146.0,144.6
1,1,1,1,109.0,111.8
1,1,1,1,135.0,122.1
18,1,2,1,122.0,119.9
7,1,1,3,130.0,130.0
1,1,1,1,124.0,118.4
1,1,1,1,115.0,112.6
44,1,1,39,150.0,150.0
1,1,4,1,170.0,165.8
1,1,6,1,102.0,101.7
17,1,2,1,140.0,124.3
1,1,5,1,135.0,122.1
43,0,1,1,148.0,134.7
39,0,1,1,140.0,154.5
17,1,3,1,147.0,128.8
39,1,1,1,140.0,106.0
1,1,1,1,157.0,146.2
17,0,1,1,120.0,116.9
39,1,1,12,133.1,118.2
43,1,1,1,140.0,105.7
1,1,1,1,130.0,126.9
44,1,1,39,150.0,150.0
1,1,2,1,115.0,108.4
1,1,6,1,118.0,114.2
39,1,1,1,130.0,140.0
39,1,1,1,130.0,142.5
1,1,2,1,130.0,126.5
17,1,3,1,120.0,111.3
1,1,2,1,130.0,125.1
1,1,2,1,141.0,126.3
17,1,1,1,138.0,142.2
1,1,1,1,113.0,110.2
17,1,4,1,135.0,127.0
1,1,1,1,137.0,128.6
39,0,1,1,133.1,130.4
43,1,1,12,100.0,134.4
39,0,1,19,133.1,100.0
1,1,1,1,142.0,133.0
17,1,3,1,140.0,126.7
43,1,1,1,129.0,129.0
17,1,1,1,141.0,133.7
17,1,5,1,118.0,122.2
17,1,5,1,131.0,128.9
1,1,3,1,161.0,154.4
7,1,1,2,130.0,130.0
17,1,4,1,121.0,113.0
43,1,1,6,133.1,123.3
44,1,1,39,130.0,130.0
15,1,1,1,133.1,101.3
17,1,6,1,120.0,113.7
1,1,2,1,140.0,138.8
39,1,1,19,133.1,140.0
44,1,1,39,130.0,130.0
17,1,2,1,140.0,132.5
1,1,1,1,124.0,117.4
1,1,3,1,115.0,109.8
39,0,1,1,100.0,116.5
1,1,2,1,162.0,165.2
1,1,1,1,121.0,113.0
17,1,1,1,125.0,123.3
17,1,2,1,123.0,116.7
39,0,1,39,140.0,110.0
39,1,1,1,133.1,118.9
43,1,2,1,120.0,103.6
1,1,1,1,136.0,122.7
39,0,1,1,133.1,113.5
42,1,1,1,110.0,128.2
43,1,1,1,120.0,120.0
39,1,1,19,133.1,130.0
7,1,1,40,110.0,110.0
51,1,1,1,130.0,117.7
1,1,1,1,102.0,99.6
43,1,3,1,127.0,117.9
39,0,1,1,133.1,113.0
17,1,2,1,137.0,124.4
7,0,1,3,130.0,140.0
53,1,1,42,130.0,132.4
1,1,4,1,131.0,124.0
39,0,1,1,162.0,132.0
43,0,1,1,140.0,149.8
7,1,1,43,160.0,160.0
17,1,6,1,117.0,114.6
39,0,1,1,150.0,120.0
39,1,1,19,133.1,100.0
1,1,1,1,125.0,128.5
39,1,1,1,130.0,113.0
1,1,1,1,170.0,150.8
17,1,3,1,132.0,130.8
43,1,1,1,133.1,114.5
17,0,2,1,120.0,114.8
17,1,2,1,126.0,126.2
39,1,1,1,130.0,129.0
17,1,1,1,133.1,110.5
1,1,5,1,141.0,132.5
1,1,1,1,138.0,130.7
17,1,1,1,130.0,130.4
17,1,1,1,128.0,124.3
1,1,4,1,135.0,132.6
44,0,1,39,150.0,146.7
1,1,3,1,135.0,130.1
43,1,1,3,120.0,120.0
7,0,1,3,120.0,121.3
1,1,6,1,140.0,133.3
39,1,1,1,140.0,110.5
39,0,1,1,140.0,102.5
1,1,2,1,156.0,150.9
51,1,1,12,133.1,106.6
1,1,1,1,120.0,118.3
43,0,1,1,100.0,117.9
1,0,1,1,120.0,135.0
7,1,1,3,120.0,120.0
1,1,1,1,172.0,167.1
43,0,1,1,120.0,115.8
16,1,2,1,137.0,141.2
1,1,1,1,117.0,118.4
1,1,6,1,142.0,134.3
17,1,4,1,135.0,128.7
17,1,3,1,115.0,116.1
39,1,1,1,110.0,100.0
1,1,1,1,123.0,118.8
43,0,1,1,140.0,130.0
39,1,1,39,150.0,150.0
39,1,1,1,120.0,116.0
17,1,1,1,110.0,99.0
1,1,1,1,133.0,132.0
43,1,1,1,110.0,125.0
17,1,1,1,126.0,116.2
39,1,2,19,133.1,100.0
1,1,6,1,136.0,132.9
17,1,4,1,129.0,132.5
44,1,1,39,140.0,140.0
43,1,1,1,160.0,100.1
39,1,1,1,133.1,128.2
17,1,1,1,140.0,133.4
1,1,3,1,142.0,136.1
17,1,1,1,138.0,123.0
1,1,1,1,131.0,130.3
1,1,1,1,160.0,153.7
39,1,1,1,110.0,142.5
1,1,1,1,124.0,114.6
39,1,1,1,120.0,108.5
39,1,1,12,133.1,140.0
39,1,1,1,133.1,120.0
51,1,1,19,133.1,120.0
1,0,1,1,123.0,127.6
44,1,1,39,140.0,140.0
39,1,1,1,138.7,111.3
1,1,1,1,131.0,131.0
1,1,1,1,149.0,139.5
39,1,2,19,133.1,110.0
44,1,1,39,130.0,130.0
43,1,1,1,120.0,115.0
39,1,1,1,133.1,154.3
1,1,1,1,143.0,135.0
17,1,4,1,126.0,115.2
1,1,1,1,125.0,130.6
1,1,4,1,123.0,117.4
7,1,1,2,150.0,150.0
17,1,3,1,132.0,131.3
1,1,1,1,133.0,120.4
1,0,1,1,122.0,113.6
1,1,4,1,137.0,125.0
1,1,6,1,145.0,132.3
17,1,1,1,150.0,142.7
7,1,1,3,130.0,130.0
1,1,6,1,136.0,120.8
17,1,2,1,131.0,130.3
17,1,1,1,130.0,119.9
1,1,1,1,108.0,110.5
44,1,1,39,160.0,160.0
17,1,1,1,113.0,118.6
1,1,1,1,113.0,112.3
1,1,1,1,137.0,124.4
1,1,4,1,148.0,125.0
39,1,1,1,130.0,105.8
26,1,1,2,133.1,121.5
17,1,1,1,138.0,134.2
7,1,1,3,130.0,130.0
1,1,1,1,127.0,122.8
1,1,1,1,115.0,108.7
1,1,2,1,147.0,136.7
17,1,1,1,132.0,119.1
1,1,4,1,146.0,151.3
43,1,1,1,109.0,108.3
17,1,1,1,133.0,127.4
42,1,1,1,124.0,124.0
1,1,1,1,133.1,155.0
1,1,1,1,121.0,114.0
1,1,2,1,129.0,118.9
53,1,1,42,160.0,160.0
43,1,1,1,131.0,126.1
1,1,1,1,150.0,136.5
1,1,5,1,130.0,122.3
17,1,1,1,133.1,128.0
1,1,1,1,154.0,156.5
1,1,1,1,126.0,125.7
1,1,1,1,150.0,143.0
17,1,5,1,141.0,131.9
43,0,1,1,134.0,113.7
17,1,2,1,146.0,155.1
16,1,3,1,134.0,121.1
1,1,3,1,139.0,130.3
1,1,6,1,136.0,123.3
1,1,5,1,110.0,117.4
5,1,1,1,135.0,140.3
17,1,4,1,129.0,120.0
17,1,1,1,139.0,133.4
1,1,4,1,137.0,126.7
17,1,3,1,138.0,129.3
17,1,6,1,136.0,125.7
1,1,1,1,143.0,144.8
1,1,1,1,133.1,98.6
1,1,1,1,136.0,126.9
17,1,1,1,139.0,146.7
1,1,1,1,125.0,117.0
44,1,1,39,130.0,130.0
17,1,1,1,137.0,125.8
39,0,1,3,130.0,160.0
1,1,1,1,130.0,134.2
43,1,2,1,160.0,96.0
18,1,1,1,100.0,101.8
1,1,1,1,136.0,125.2
43,0,1,1,117.0,100.0
7,1,1,3,140.0,140.0
51,1,1,1,132.0,120.0
1,1,3,1,147.0,134.3
1,1,1,1,158.0,144.7
17,1,6,1,142.0,131.9
1,1,1,1,143.0,136.7
1,1,2,1,135.0,129.8
1,1,1,1,160.0,146.5
43,0,1,1,120.0,122.5
39,1,2,19,133.1,117.8
17,1,2,1,133.1,106.0
17,1,1,1,133.0,119.0
1,1,1,1,120.0,115.1
17,1,4,1,106.0,116.9
1,1,2,1,148.0,141.7
1,1,2,1,134.0,127.7
1,1,5,1,130.0,122.1
16,1,1,1,150.0,153.5
1,1,1,1,141.0,141.4
1,1,1,1,140.0,135.8
1,1,2,1,138.0,127.5
39,0,1,1,130.0,151.6
39,1,1,1,133.1,121.4
42,1,1,1,133.0,100.0
1,1,6,1,150.0,131.5
17,1,1,1,117.0,109.3
1,1,1,1,145.0,127.9
7,1,1,3,140.0,140.0
44,1,1,39,160.0,160.0
17,1,1,1,125.0,119.8
43,0,4,12,133.1,153.0
1,1,2,1,139.0,125.0
43,1,1,1,130.0,103.7
7,1,1,3,120.0,120.0
1,1,1,1,160.0,146.0
17,1,3,1,120.0,116.9
39,1,1,1,130.0,117.9
1,1,1,1,124.0,128.6
17,1,1,1,150.0,135.0
1,0,1,1,140.0,124.6
1,1,5,1,135.0,124.0
1,1,6,1,143.0,129.5
39,0,1,19,100.0,111.3
39,0,1,19,133.1,95.0
1,1,1,1,133.1,131.8
1,1,5,1,132.0,119.1
17,1,1,1,131.0,125.4
16,1,1,1,147.0,140.7
43,0,1,1,141.0,131.9
39,1,1,1,160.0,124.0
1,1,1,1,135.0,139.2
1,1,1,1,133.0,121.8
17,1,1,1,142.0,132.9
44,1,1,39,130.0,130.0
39,1,1,1,133.1,130.1
39,1,1,1,133.1,124.5
39,1,1,1,130.0,162.3
1,1,2,1,149.0,137.8
1,1,1,1,130.0,119.5
39,1,1,1,150.0,110.0
1,1,1,1,106.0,105.0
1,1,1,1,162.0,142.8
43,0,3,1,120.0,128.2
39,0,1,19,133.1,120.0
7,1,1,3,130.0,130.0
17,1,2,1,128.0,121.7
1,1,1,1,124.0,116.0
39,0,1,1,133.1,133.2
43,0,1,1,114.0,116.7
1,1,2,1,140.0,126.4
39,1,1,1,160.0,140.0
1,1,1,1,122.0,120.3
39,1,1,1,140.0,118.0
15,1,1,1,160.0,149.5
44,1,1,39,130.0,130.0
1,1,1,1,141.0,126.3
17,1,3,1,127.0,116.2
17,1,1,1,126.0,126.0
1,1,1,1,131.0,122.3
1,1,1,1,130.0,119.5
44,1,1,39,130.0,131.8
17,1,6,1,140.0,130.7
44,1,1,39,140.0,140.0
1,1,1,1,140.0,129.5
39,1,1,19,133.1,130.0
39,1,1,1,120.0,114.0
43,1,1,1,121.0,121.0
17,1,1,1,123.0,116.4
1,1,1,1,136.0,121.7
42,1,1,1,136.0,130.0
43,0,1,1,120.0,120.0
43,0,1,4,160.0,125.0
17,1,1,1,125.0,134.1
1,1,1,1,146.0,149.5
43,1,4,1,117.0,113.2
39,0,1,1,150.0,146.0
44,1,1,39,140.0,140.0
39,1,1,1,111.0,162.4
43,1,1,1,120.0,136.6
18,1,3,1,111.0,111.0
1,1,1,1,118.0,115.7
1,1,3,1,106.0,105.7
42,1,1,39,120.0,128.2
1,1,1,1,151.0,137.0
39,1,1,19,133.1,120.0
39,0,1,1,120.0,120.5
51,0,1,39,120.0,118.1
39,0,1,1,110.0,139.0
39,1,2,19,133.1,116.3
17,1,5,1,118.0,120.5
1,1,1,1,139.0,134.9
17,1,1,1,130.0,123.0
17,1,1,1,132.0,122.9
39,0,1,1,100.0,140.0
17,1,1,1,120.0,122.5
39,0,1,12,133.1,121.5
17,1,3,1,156.0,132.3
17,1,4,1,143.0,131.5
43,1,1,9,133.1,128.2
39,1,1,1,140.0,148.0
1,1,1,1,127.0,121.5
1,1,1,1,135.0,135.4
39,1,1,19,133.1,139.0
43,1,1,1,120.0,113.4
44,1,1,39,150.0,150.0
17,1,1,1,123.0,122.0
44,1,1,39,150.0,150.0
39,1,1,12,133.1,119.3
39,1,1,1,130.0,140.0
1,1,4,1,140.0,125.0
1,1,1,1,141.0,140.7
39,1,1,19,133.1,100.0
17,1,5,1,146.0,146.7
39,1,1,19,133.1,96.0
44,1,1,39,160.0,160.0
44,1,1,39,130.0,130.0
39,0,1,1,160.0,130.0
43,1,1,2,140.0,140.0
1,1,6,1,126.0,116.6
17,1,5,1,118.0,120.5
39,1,1,19,133.1,103.0
17,1,2,1,121.0,111.9
17,1,1,1,148.0,148.7
43,0,1,12,133.1,120.0
1,1,2,1,140.0,125.7
1,1,1,1,132.0,120.1
1,1,1,1,140.0,127.8
17,1,3,1,112.0,106.4
42,1,1,1,100.0,100.0
17,1,4,1,126.0,123.9
1,1,1,1,150.0,139.5
44,1,1,39,150.0,150.0
1,1,1,1,144.0,139.8
39,0,1,1,133.1,154.4
17,1,6,1,120.0,115.5
39,0,1,1,133.1,119.0
39,1,1,1,133.1,96.1
7,1,1,3,130.0,130.0
43,1,1,1,133.0,128.8
18,1,1,1,124.0,126.8
7,0,1,40,130.0,130.0
1,1,3,1,124.0,116.7
17,1,3,1,132.0,125.5
7,1,1,3,110.0,110.0
1,1,3,1,127.0,133.7
1,1,1,1,130.0,117.6
44,1,1,39,140.0,140.0
44,1,1,39,150.0,150.0
16,1,2,1,133.0,133.7
16,1,4,1,109.0,137.0
43,1,1,1,133.1,128.2
18,1,4,1,133.0,129.2
17,1,3,1,134.0,129.5
1,1,4,1,125.0,129.6
17,1,3,1,135.0,121.7
17,1,2,1,132.0,141.8
1,1,3,1,135.0,129.8
44,1,1,39,100.0,106.0
43,1,1,1,144.0,121.6
17,1,1,1,125.0,121.5
1,1,1,1,133.1,117.0
44,1,1,39,130.0,130.0
17,1,1,1,117.0,117.7
44,1,1,39,140.0,140.0
1,1,1,1,132.0,133.1
15,1,1,1,133.1,100.0
17,1,1,1,132.0,119.1
1,1,1,1,148.0,129.8
1,1,1,1,133.0,131.3
17,1,5,1,143.0,136.7
17,1,1,1,143.0,126.2
15,1,1,1,133.1,109.6
1,1,1,1,141.0,131.9
1,1,2,1,140.0,140.7
18,0,6,1,134.0,120.7
1,1,2,1,118.0,113.8
1,1,1,1,135.0,121.0
17,0,1,1,119.0,112.4
1,1,6,1,145.0,131.0
1,1,1,1,143.0,142.7
1,1,1,1,123.0,125.5
1,1,3,1,108.0,107.8
1,1,3,1,117.0,110.4
44,1,1,39,140.0,136.1
39,1,1,1,170.0,138.3
1,1,2,1,157.0,142.3
42,1,1,6,141.0,145.0
1,1,1,1,125.0,125.7
39,1,1,19,133.1,108.0
1,1,4,1,143.0,128.7
1,1,1,1,142.0,128.0
1,1,3,1,150.0,146.5
1,1,2,1,112.0,106.1
17,0,2,1,133.1,118.0
17,1,1,1,125.0,117.0
1,1,3,1,121.0,115.4
17,1,3,1,133.1,117.0
39,1,1,1,133.1,144.9
17,1,1,1,135.0,127.0
1,1,4,1,132.0,118.0
39,1,1,19,133.1,118.0
43,1,1,1,135.0,126.4
43,1,1,39,110.0,110.0
17,1,1,1,133.0,124.4
44,1,1,39,140.0,140.0
1,1,1,1,135.0,129.4
44,1,1,39,140.0,141.7
1,1,2,1,144.0,132.1
1,1,5,1,122.0,116.8
1,0,1,1,143.0,135.0
44,1,1,39,150.0,150.0
1,1,3,1,124.0,116.0
1,1,1,1,156.0,155.0
1,1,1,1,142.0,127.0
17,1,1,1,142.0,130.8
1,1,6,1,126.0,121.8
39,1,1,19,133.1,140.0
42,1,1,1,170.0,148.5
42,1,1,1,130.0,109.8
1,1,1,1,133.0,119.7
42,1,1,1,122.0,122.0
1,1,1,1,138.0,147.5
17,1,1,1,163.0,150.8
44,1,1,39,150.0,150.0
39,0,1,19,133.1,131.5
1,1,1,1,144.0,127.2
17,1,1,1,118.0,111.0
43,1,5,1,101.0,119.9
1,1,2,1,133.0,133.7
17,1,1,1,133.1,140.0
5,1,2,1,124.0,113.9
1,1,1,1,127.0,120.7
39,1,1,1,133.1,119.8
39,0,1,1,110.0,121.8
18,1,1,1,110.0,117.7
